Data Model / Classifier, SVM, NaiveBayes, MLP, DT, KNN, RandomForest, Adaboost, GradientBoost
Ranking, 11.0092, 0.9392, 178.7433, 1.8400, 1.1856, 0.9058, 0.9842, 0.9298
